tenure_months,monthly_spend,support_tickets_90d,logins_per_month,on_discount,monthly_contract,churned
5.0,65.85,2,5.0,0,0,0
15.0,45.3,0,14.0,0,1,0
13.0,17.12,4,7.0,0,1,1
13.0,12.9,1,17.0,0,1,0
35.0,24.91,1,3.0,1,1,0
36.0,22.69,1,13.0,0,1,0
25.0,8.17,2,18.0,0,0,0
8.0,25.21,0,7.0,0,1,0
18.0,28.46,3,7.0,1,0,0
67.0,36.67,1,9.0,0,0,0
72.0,75.47,1,12.0,1,1,0
39.0,40.2,1,6.0,0,1,0
8.0,41.98,2,5.0,1,1,1
18.0,54.17,1,24.0,1,1,0
24.0,40.73,2,7.0,0,0,0
21.0,52.2,0,8.0,0,1,0
42.0,50.05,0,6.0,0,1,0
34.0,47.21,0,13.0,1,1,0
8.0,94.8,0,5.0,1,0,0
12.0,61.4,1,8.0,0,1,0
39.0,25.53,1,16.0,0,1,0
51.0,51.66,0,15.0,1,1,0
24.0,30.75,0,7.0,1,0,0
56.0,53.03,0,9.0,0,1,0
22.0,20.25,1,4.0,1,1,0
9.0,25.06,2,9.0,0,0,0
31.0,51.19,0,27.0,0,0,0
72.0,62.96,2,14.0,1,1,0
6.0,54.05,5,4.0,1,0,0
54.0,60.37,2,2.0,0,1,1
30.0,51.73,1,4.0,0,0,0
11.0,48.1,2,3.0,0,0,0
3.0,35.93,0,8.0,0,1,0
1.0,59.63,1,17.0,1,1,1
13.0,63.45,1,8.0,0,1,1
27.0,43.86,1,5.0,0,1,0
37.0,42.9,0,7.0,1,1,0
43.0,73.65,0,12.0,0,0,0
25.0,44.63,1,10.0,0,1,0
22.0,46.36,2,5.0,0,1,0
15.0,53.72,4,14.0,0,1,1
27.0,43.24,1,4.0,0,1,1
11.0,30.23,0,9.0,0,1,0
6.0,51.8,1,6.0,1,0,0
21.0,44.3,1,7.0,1,1,0
35.0,78.16,1,4.0,0,1,0
5.0,59.19,0,9.0,0,1,1
13.0,34.28,0,4.0,0,1,0
21.0,58.12,3,6.0,0,1,1
20.0,50.54,3,7.0,0,1,0
30.0,68.57,1,5.0,0,1,0
66.0,35.56,1,19.0,0,1,0
2.0,48.4,2,6.0,1,1,1
68.0,43.22,1,7.0,0,0,0
64.0,46.05,2,9.0,0,0,0
38.0,29.07,2,3.0,1,1,0
24.0,55.37,2,2.0,1,0,0
12.0,52.52,1,7.0,0,1,0
37.0,68.13,4,2.0,1,1,0
25.0,44.82,2,10.0,1,0,0
16.0,37.59,0,11.0,0,0,0
37.0,59.21,2,10.0,0,1,0
41.0,30.7,0,14.0,1,1,0
51.0,64.53,1,7.0,0,1,1
10.0,64.49,1,19.0,1,1,0
47.0,67.63,1,10.0,1,1,0
16.0,51.78,1,18.0,0,0,0
24.0,36.24,1,13.0,0,1,1
27.0,46.97,2,7.0,1,0,0
44.0,51.84,0,10.0,0,0,0
34.0,34.92,1,12.0,0,1,1
15.0,69.0,0,2.0,1,1,0
2.0,55.44,3,3.0,0,1,1
29.0,28.94,0,22.0,0,0,0
23.0,78.89,2,12.0,0,0,0
6.0,46.75,1,16.0,1,0,1
25.0,25.31,0,7.0,1,1,0
20.0,30.06,0,19.0,0,0,0
51.0,71.78,4,7.0,0,1,0
71.0,77.85,2,12.0,0,0,0
41.0,63.17,2,20.0,0,0,0
20.0,68.75,0,13.0,0,0,0
22.0,66.9,3,4.0,0,1,1
10.0,55.02,0,8.0,0,1,0
12.0,50.92,1,10.0,1,0,1
19.0,54.72,0,12.0,1,1,0
17.0,58.25,1,17.0,1,1,0
6.0,31.65,2,12.0,0,0,0
51.0,58.18,2,8.0,0,0,0
56.0,71.26,0,7.0,0,0,0
50.0,41.29,1,7.0,0,1,0
57.0,39.36,2,6.0,1,0,0
72.0,53.58,0,6.0,1,0,0
10.0,33.31,2,16.0,1,1,1
72.0,21.3,0,9.0,0,1,0
15.0,65.66,0,6.0,0,0,0
33.0,36.88,1,8.0,0,1,0
4.0,45.33,1,6.0,0,1,0
14.0,34.02,1,2.0,0,1,0
41.0,67.98,0,12.0,1,0,0
34.0,60.36,3,16.0,1,1,0
15.0,40.67,1,15.0,0,1,0
22.0,23.76,2,14.0,1,1,0
12.0,38.76,0,4.0,1,1,1
41.0,55.26,0,19.0,0,1,0
53.0,48.4,0,5.0,0,1,0
10.0,46.96,1,3.0,0,1,0
20.0,48.81,1,1.0,0,1,0
5.0,58.66,0,10.0,0,1,0
25.0,44.25,0,19.0,1,1,0
30.0,53.1,0,17.0,0,1,0
26.0,27.24,1,9.0,0,1,0
29.0,90.97,4,15.0,1,1,0
19.0,39.89,1,28.0,0,1,0
19.0,48.66,1,7.0,0,1,0
18.0,55.2,2,11.0,1,1,0
13.0,37.61,0,19.0,0,1,0
15.0,45.14,0,3.0,1,0,0
29.0,44.92,0,4.0,0,1,0
51.0,28.55,1,21.0,0,0,0
9.0,52.89,2,16.0,1,1,0
19.0,15.31,3,5.0,0,1,0
7.0,76.55,1,4.0,0,1,0
14.0,59.27,3,4.0,0,1,0
15.0,56.5,2,10.0,0,0,0
23.0,13.74,2,5.0,1,1,0
23.0,30.73,0,5.0,0,0,1
20.0,70.01,2,4.0,0,0,1
28.0,119.72,1,9.0,1,0,0
10.0,66.5,3,3.0,0,1,1
23.0,63.66,0,12.0,0,1,0
34.0,54.45,1,18.0,0,0,0
9.0,29.75,1,10.0,1,1,0
3.0,62.91,2,16.0,0,0,0
41.0,25.18,1,8.0,0,1,0
7.0,23.21,1,5.0,0,0,0
13.0,22.08,3,7.0,0,0,0
34.0,62.56,0,2.0,1,1,0
9.0,43.97,1,5.0,1,0,0
39.0,46.82,2,7.0,0,0,0
11.0,44.72,2,9.0,1,1,1
10.0,24.74,2,16.0,0,1,0
7.0,32.93,3,19.0,0,0,0
11.0,33.83,0,10.0,0,0,1
31.0,19.71,1,4.0,0,0,0
13.0,35.92,0,4.0,0,0,0
41.0,25.54,1,6.0,0,1,0
21.0,55.4,2,5.0,0,1,1
22.0,56.9,1,10.0,1,1,0
10.0,21.71,0,4.0,0,1,0
45.0,39.66,1,20.0,0,0,0
35.0,78.41,1,14.0,0,0,0
34.0,27.35,1,16.0,0,0,0
18.0,52.68,1,5.0,0,0,0
6.0,46.9,1,4.0,0,0,0
23.0,64.67,2,5.0,0,0,1
30.0,50.32,2,9.0,0,0,0
30.0,37.24,2,8.0,0,1,0
27.0,46.2,4,19.0,0,0,0
26.0,46.46,0,21.0,1,1,0
11.0,43.35,2,9.0,0,0,0
12.0,21.26,0,3.0,0,0,0
7.0,67.38,0,7.0,0,1,0
41.0,64.2,0,35.0,0,1,0
69.0,26.2,1,3.0,0,1,1
72.0,39.59,2,10.0,0,0,0
24.0,40.95,1,5.0,0,1,0
26.0,24.18,1,26.0,1,1,0
18.0,11.4,0,11.0,0,1,0
24.0,32.93,2,5.0,0,1,0
9.0,38.58,1,6.0,0,0,0
18.0,19.06,0,2.0,1,0,0
10.0,48.19,0,10.0,1,1,1
16.0,65.93,3,10.0,0,0,0
11.0,60.16,3,3.0,0,1,0
30.0,42.72,2,12.0,1,0,0
32.0,11.87,1,20.0,0,0,0
26.0,57.88,2,4.0,0,0,0
12.0,47.64,1,12.0,0,1,1
7.0,52.64,2,12.0,1,0,0
33.0,79.85,0,9.0,0,1,0
21.0,30.15,3,10.0,1,1,0
3.0,5.0,1,6.0,0,1,1
23.0,26.04,2,2.0,0,1,0
26.0,53.75,0,11.0,0,1,0
5.0,45.48,1,14.0,0,0,0
30.0,23.12,0,4.0,1,1,0
5.0,19.45,0,5.0,0,1,1
11.0,38.62,1,5.0,0,1,0
5.0,22.57,3,11.0,1,1,0
10.0,54.37,1,10.0,0,0,0
7.0,37.59,1,4.0,0,0,0
41.0,33.71,0,8.0,0,0,0
17.0,31.35,0,8.0,1,0,0
14.0,49.74,1,11.0,0,0,0
44.0,45.77,0,6.0,0,1,0
42.0,48.64,1,17.0,0,1,0
15.0,48.24,1,11.0,0,1,0
25.0,43.7,1,17.0,0,1,0
13.0,26.4,0,11.0,0,0,0
19.0,31.85,2,11.0,0,0,0
8.0,37.9,1,3.0,0,1,1
28.0,82.17,0,10.0,0,1,0
45.0,20.72,1,8.0,1,0,0
40.0,37.46,2,18.0,0,0,0
21.0,46.77,2,16.0,0,0,0
3.0,39.54,2,19.0,0,0,0
12.0,64.33,2,5.0,0,0,0
19.0,39.45,3,8.0,0,1,0
6.0,40.78,0,20.0,0,1,0
5.0,59.66,1,5.0,1,1,0
54.0,77.59,2,18.0,0,0,0
37.0,70.33,0,17.0,1,0,0
30.0,42.54,2,8.0,1,0,0
34.0,44.11,0,23.0,1,1,1
7.0,45.84,0,17.0,0,1,0
9.0,47.65,2,3.0,0,1,0
24.0,29.75,2,21.0,1,1,0
26.0,61.86,0,8.0,0,0,0
6.0,48.72,0,11.0,1,0,0
23.0,44.19,0,11.0,0,0,0
19.0,22.12,3,13.0,1,1,0
39.0,46.12,3,20.0,0,0,0
26.0,10.92,0,11.0,1,0,0
58.0,34.53,2,8.0,0,0,0
15.0,34.86,1,4.0,0,1,0
7.0,50.17,1,6.0,0,1,0
57.0,78.84,2,16.0,0,1,1
27.0,55.29,1,18.0,1,1,0
19.0,71.07,1,7.0,0,1,0
10.0,56.61,2,14.0,0,0,0
15.0,65.25,2,6.0,0,1,0
15.0,78.43,1,2.0,1,1,0
7.0,31.83,2,3.0,0,1,0
2.0,30.65,2,17.0,1,0,0
14.0,57.04,3,2.0,0,1,1
34.0,44.93,4,14.0,1,1,0
48.0,48.97,0,10.0,1,0,0
40.0,40.52,2,18.0,0,1,1
42.0,34.27,1,10.0,0,1,0
8.0,74.17,0,12.0,0,0,1
25.0,25.2,1,10.0,0,1,0
30.0,57.36,1,11.0,0,1,0
31.0,54.44,2,9.0,1,0,1
19.0,16.58,2,12.0,0,1,1
22.0,30.05,0,7.0,0,1,0
39.0,33.07,1,16.0,0,1,0
29.0,55.16,1,10.0,0,1,0
33.0,38.39,1,15.0,0,1,0
14.0,43.46,0,5.0,0,1,1
32.0,18.76,0,7.0,1,1,0
22.0,86.87,1,3.0,1,0,0
37.0,46.28,1,11.0,0,0,0
11.0,53.98,0,11.0,1,0,1
35.0,35.27,2,6.0,0,1,1
16.0,33.25,0,9.0,0,1,1
35.0,79.43,0,4.0,0,1,0
25.0,10.5,1,17.0,0,1,0
21.0,50.02,1,16.0,1,1,0
16.0,23.19,0,9.0,1,1,1
19.0,37.71,1,8.0,0,0,0
14.0,33.51,1,3.0,0,1,1
16.0,27.25,1,15.0,0,1,0
29.0,45.64,1,5.0,0,0,0
4.0,5.0,0,15.0,0,1,0
34.0,39.32,1,3.0,0,0,1
35.0,43.37,0,4.0,0,0,0
17.0,20.53,0,4.0,0,1,0
23.0,72.24,1,5.0,0,1,0
9.0,34.3,3,31.0,0,0,0
27.0,40.73,3,8.0,0,0,0
10.0,34.34,3,13.0,1,0,0
1.0,43.53,4,4.0,0,1,1
47.0,68.55,1,5.0,1,0,0
8.0,89.51,1,24.0,0,1,1
19.0,58.42,0,8.0,1,1,0
24.0,64.58,4,10.0,0,1,0
29.0,75.9,0,12.0,1,0,0
20.0,49.48,1,23.0,0,1,0
25.0,73.26,1,1.0,0,0,0
16.0,59.26,0,17.0,0,1,0
5.0,47.59,2,19.0,0,0,0
20.0,51.31,2,12.0,0,1,0
31.0,12.21,2,7.0,1,0,0
8.0,50.26,1,11.0,0,0,0
24.0,17.21,0,4.0,0,1,0
65.0,15.75,1,2.0,0,0,0
19.0,48.47,1,10.0,1,0,0
20.0,24.95,2,1.0,1,1,0
4.0,44.87,2,6.0,0,1,1
8.0,47.49,3,4.0,0,0,0
10.0,48.29,2,7.0,1,0,0
30.0,28.73,3,8.0,1,0,0
9.0,61.18,2,3.0,1,1,0
27.0,43.39,2,12.0,0,1,0
11.0,52.94,1,19.0,0,1,0
5.0,23.46,1,4.0,1,0,0
33.0,41.79,1,4.0,0,1,0
15.0,64.75,2,8.0,0,1,0
29.0,62.46,2,2.0,0,0,1
4.0,30.65,4,9.0,0,0,0
2.0,35.18,0,17.0,1,1,1
22.0,27.2,0,4.0,0,1,0
7.0,33.18,1,22.0,0,1,0
22.0,19.82,1,6.0,0,1,0
22.0,42.51,0,7.0,1,1,0
20.0,56.4,1,6.0,1,1,0
41.0,30.87,0,14.0,0,1,0
26.0,43.37,3,9.0,0,0,1
65.0,41.03,1,7.0,0,1,0
15.0,63.99,1,5.0,1,0,0
6.0,33.99,1,10.0,0,1,0
12.0,34.65,4,19.0,0,0,0
16.0,29.77,0,7.0,0,0,1
69.0,24.52,0,9.0,1,0,0
21.0,54.53,2,3.0,1,1,0
42.0,42.57,1,9.0,0,0,0
14.0,45.99,1,32.0,0,0,0
13.0,67.94,0,3.0,0,1,0
4.0,68.98,0,11.0,1,1,0
68.0,15.37,1,6.0,0,1,0
52.0,56.66,1,2.0,1,0,0
24.0,49.06,1,6.0,0,1,0
17.0,36.69,1,27.0,0,1,0
22.0,50.9,0,11.0,0,0,0
6.0,13.93,3,10.0,0,1,0
29.0,71.33,0,4.0,0,1,0
49.0,54.27,0,16.0,0,0,0
51.0,29.43,0,20.0,0,1,0
4.0,34.46,1,20.0,1,1,0
42.0,14.34,0,16.0,0,1,0
6.0,39.35,0,4.0,0,0,0
2.0,36.31,0,4.0,0,0,0
43.0,21.15,1,2.0,0,1,0
13.0,58.98,1,4.0,0,1,1
39.0,67.98,2,11.0,0,0,0
37.0,44.51,0,4.0,0,1,0
34.0,39.5,2,17.0,1,0,0
21.0,52.83,0,18.0,0,0,0
6.0,44.65,0,18.0,0,1,0
16.0,25.52,0,2.0,0,0,1
52.0,33.25,2,10.0,0,0,0
40.0,39.66,0,9.0,0,0,0
17.0,49.47,0,17.0,1,0,0
16.0,45.17,0,2.0,1,1,0
32.0,48.79,1,9.0,0,0,1
23.0,17.55,6,2.0,0,1,1
17.0,56.97,0,16.0,1,0,0
30.0,45.06,0,1.0,1,0,0
29.0,90.95,2,27.0,0,1,0
12.0,38.02,3,12.0,0,0,0
26.0,50.82,0,8.0,0,0,0
28.0,95.93,1,5.0,1,0,0
20.0,48.49,1,18.0,0,1,0
11.0,43.78,0,3.0,0,0,1
16.0,27.24,1,1.0,0,1,0
9.0,72.51,2,12.0,0,1,1
27.0,24.14,1,8.0,0,1,0
4.0,52.69,0,11.0,0,1,0
55.0,36.48,4,10.0,0,1,0
48.0,41.59,1,13.0,0,1,0
28.0,19.37,5,8.0,1,1,1
38.0,69.18,2,6.0,1,1,0
37.0,40.0,2,9.0,0,0,0
23.0,23.13,2,14.0,0,1,0
18.0,67.55,0,15.0,1,1,0
16.0,35.93,1,11.0,1,0,0
57.0,51.02,1,1.0,1,0,0
10.0,60.15,0,10.0,0,0,0
11.0,53.53,0,2.0,0,1,0
41.0,5.46,4,15.0,1,1,1
38.0,57.52,0,14.0,0,1,0
17.0,43.19,0,4.0,0,0,0
30.0,39.08,1,13.0,1,1,0
33.0,43.04,3,9.0,0,1,0
6.0,16.02,3,5.0,0,1,0
50.0,48.46,1,12.0,1,1,0
33.0,20.44,3,21.0,0,1,0
29.0,39.85,2,6.0,0,1,0
33.0,47.81,0,11.0,0,1,0
26.0,64.33,2,4.0,0,1,0
19.0,30.25,1,5.0,0,1,0
23.0,71.13,1,9.0,0,1,0
6.0,62.04,1,5.0,0,0,0
72.0,37.27,1,5.0,0,1,0
19.0,25.04,1,4.0,0,1,1
71.0,19.01,2,18.0,1,0,0
23.0,49.89,3,14.0,0,1,0
13.0,31.73,2,9.0,1,1,0
49.0,66.59,3,15.0,0,1,0
28.0,32.77,1,16.0,0,0,0
72.0,28.79,0,8.0,0,1,0
12.0,49.21,2,4.0,1,1,0
50.0,32.65,1,11.0,0,1,1
52.0,45.15,5,18.0,0,0,0
35.0,62.75,2,14.0,0,1,1
52.0,47.11,2,21.0,0,0,0
19.0,47.18,1,16.0,0,1,0
10.0,48.69,3,29.0,0,1,0
14.0,14.52,0,11.0,0,0,0
22.0,52.05,0,7.0,1,1,0
37.0,47.88,0,14.0,1,1,0
11.0,61.07,0,19.0,1,0,0
16.0,55.9,1,10.0,0,0,0
12.0,41.36,0,16.0,0,1,0
41.0,63.58,1,6.0,0,0,1
71.0,39.73,0,16.0,1,1,0
9.0,49.45,3,37.0,1,0,0
31.0,39.4,1,7.0,0,0,0
45.0,53.31,2,11.0,0,0,0
18.0,38.22,2,13.0,0,1,1
6.0,74.66,0,8.0,0,1,1
49.0,81.31,2,7.0,0,1,0
6.0,60.73,0,9.0,0,0,0
58.0,72.74,1,17.0,0,0,0
12.0,17.29,2,3.0,0,1,1
5.0,19.42,1,5.0,0,1,0
15.0,39.21,1,8.0,1,0,0
21.0,45.74,0,16.0,1,1,0
24.0,41.43,2,9.0,1,0,0
33.0,15.44,0,6.0,1,1,0
26.0,65.73,2,22.0,0,0,0
67.0,83.78,2,10.0,0,1,1
20.0,68.06,3,7.0,0,1,1
27.0,64.54,3,13.0,0,0,0
25.0,49.07,1,13.0,1,0,0
4.0,29.83,1,11.0,0,1,0
7.0,46.31,1,5.0,1,0,1
22.0,82.9,2,16.0,0,1,0
29.0,38.66,3,24.0,0,0,0
3.0,36.81,2,12.0,1,1,0
69.0,64.93,1,3.0,1,0,0
31.0,66.13,1,32.0,0,0,0
21.0,29.74,1,13.0,0,1,1
30.0,40.29,0,4.0,0,1,0
14.0,35.97,0,15.0,0,0,0
24.0,46.25,0,18.0,1,1,0
27.0,64.87,2,9.0,0,1,0
49.0,30.53,1,2.0,1,0,0
19.0,64.61,2,11.0,0,1,0
6.0,46.83,0,4.0,1,0,0
10.0,86.87,2,13.0,0,0,0
18.0,50.74,0,6.0,1,1,0
6.0,43.26,4,12.0,0,1,1
9.0,55.34,1,7.0,1,0,0
10.0,38.93,0,11.0,1,1,0
17.0,12.69,1,16.0,0,0,0
31.0,40.67,2,16.0,0,1,0
16.0,40.39,0,5.0,1,1,0
32.0,16.34,2,8.0,1,1,0
21.0,43.69,1,8.0,1,1,0
9.0,7.79,1,11.0,0,1,1
28.0,38.74,1,19.0,0,1,0
25.0,49.38,0,8.0,0,1,0
33.0,46.75,0,12.0,1,1,0
38.0,37.6,0,8.0,0,1,1
50.0,43.46,2,6.0,0,1,0
31.0,30.89,0,3.0,1,1,0
24.0,45.19,1,7.0,0,1,1
33.0,46.05,1,4.0,0,0,0
15.0,28.8,2,4.0,1,1,1
14.0,49.82,6,11.0,0,1,1
55.0,49.71,0,12.0,0,0,0
14.0,42.01,2,16.0,1,0,0
10.0,88.58,0,2.0,1,1,1
31.0,42.47,0,15.0,0,0,0
15.0,39.97,1,1.0,0,0,0
37.0,37.4,0,6.0,0,0,0
48.0,27.52,0,8.0,0,0,0
12.0,57.35,1,6.0,0,0,1
34.0,32.65,0,9.0,0,0,0
13.0,34.78,1,10.0,0,1,0
18.0,35.31,0,1.0,0,0,0
27.0,27.27,1,12.0,1,1,0
14.0,13.48,0,6.0,0,0,0
25.0,36.67,2,14.0,0,0,0
19.0,60.72,0,15.0,1,1,0
38.0,48.55,1,10.0,0,1,0
38.0,73.09,3,16.0,1,0,0
14.0,58.52,0,5.0,1,0,0
27.0,54.43,3,6.0,1,0,0
42.0,78.89,0,2.0,1,0,0
9.0,43.25,0,13.0,1,1,0
19.0,46.14,2,9.0,0,0,0
26.0,44.79,1,8.0,0,0,0
9.0,72.79,2,8.0,0,1,0
15.0,45.05,3,7.0,1,1,0
62.0,33.33,0,4.0,0,0,0
13.0,55.58,0,3.0,0,0,1
15.0,30.31,0,24.0,0,0,0
31.0,54.6,2,12.0,0,1,0
8.0,52.45,3,8.0,0,0,0
19.0,41.59,0,7.0,0,1,0
10.0,55.18,4,11.0,1,1,1
25.0,18.22,1,18.0,0,0,0
1.0,47.93,1,10.0,1,0,0
23.0,36.67,0,30.0,1,0,0
27.0,96.52,0,13.0,0,1,1
16.0,47.8,2,6.0,0,0,0
16.0,34.26,1,3.0,1,0,0
14.0,20.19,1,17.0,1,1,0
19.0,68.5,2,4.0,0,1,1
55.0,38.7,2,14.0,0,0,0
39.0,30.76,1,11.0,0,1,0
19.0,51.05,2,3.0,0,0,0
15.0,56.69,1,11.0,0,0,0
36.0,56.41,1,12.0,0,1,0
24.0,45.36,1,7.0,0,0,0
8.0,47.87,0,7.0,0,1,0
17.0,49.18,0,7.0,0,1,0
51.0,51.06,1,17.0,1,1,0
30.0,52.65,0,6.0,1,0,0
15.0,64.7,1,2.0,0,1,0
5.0,46.02,2,9.0,1,0,1
25.0,30.3,0,2.0,1,1,0
21.0,42.4,0,11.0,0,1,1
19.0,58.57,2,4.0,0,1,0
37.0,12.84,1,8.0,0,1,0
31.0,12.95,1,4.0,1,1,0
6.0,61.53,0,21.0,1,1,0
21.0,72.36,1,11.0,0,1,1
7.0,22.23,3,4.0,0,1,1
14.0,46.81,0,10.0,1,0,0
6.0,37.81,1,3.0,1,1,1
7.0,40.31,0,8.0,0,1,0
27.0,50.5,1,18.0,0,1,0
25.0,21.73,2,11.0,1,0,1
20.0,25.07,1,4.0,0,0,0
13.0,39.58,2,3.0,1,0,0
6.0,42.38,1,12.0,1,1,1
14.0,24.73,0,23.0,0,0,0
25.0,59.21,1,8.0,0,1,0
25.0,37.48,0,17.0,1,0,0
51.0,37.41,0,12.0,0,1,0
46.0,50.09,3,12.0,0,0,0
21.0,42.68,2,3.0,0,0,0
14.0,60.07,1,8.0,0,0,0
11.0,28.2,2,8.0,0,1,1
5.0,19.85,0,1.0,1,0,0
8.0,39.42,2,5.0,0,0,0
25.0,46.08,1,6.0,0,1,0
32.0,22.67,2,4.0,0,1,0
17.0,20.02,2,7.0,0,0,0
72.0,48.28,2,14.0,1,1,0
8.0,31.36,0,14.0,0,1,0
5.0,18.85,0,19.0,1,0,0
72.0,62.38,2,16.0,0,0,0
6.0,33.63,0,10.0,0,1,0
16.0,65.7,1,20.0,0,0,0
12.0,45.51,1,6.0,1,0,0
27.0,50.31,2,8.0,0,0,0
15.0,41.19,0,24.0,1,0,0
32.0,5.0,0,6.0,0,0,0
37.0,24.54,2,1.0,1,0,0
5.0,42.74,2,3.0,1,1,1
10.0,51.57,2,8.0,1,1,1
34.0,12.79,1,4.0,0,1,0
42.0,44.04,0,3.0,0,1,0
23.0,24.8,0,15.0,0,1,0
28.0,49.22,0,12.0,0,1,1
53.0,44.65,2,1.0,1,1,0
16.0,58.38,0,16.0,0,1,0
23.0,64.2,1,28.0,0,0,0
46.0,53.26,0,5.0,0,1,0
48.0,60.49,0,12.0,0,0,0
19.0,38.69,2,4.0,0,0,0
11.0,95.82,0,9.0,1,0,0
19.0,23.06,0,12.0,0,1,0
20.0,35.5,1,8.0,0,1,0
10.0,61.22,3,5.0,0,0,0
12.0,58.55,2,6.0,0,0,0
48.0,53.77,1,2.0,0,0,0
29.0,57.16,1,9.0,0,1,0
17.0,7.5,1,22.0,0,1,0
8.0,73.61,2,3.0,0,1,1
12.0,41.33,1,19.0,1,0,0
4.0,67.43,1,7.0,1,1,0
24.0,8.4,1,2.0,1,1,0
11.0,49.62,1,15.0,0,0,0
25.0,34.86,2,9.0,0,1,0
34.0,55.3,1,4.0,0,1,0
26.0,50.71,0,5.0,0,1,0
15.0,51.59,1,6.0,1,0,0
10.0,25.94,2,8.0,0,0,0
7.0,43.97,0,9.0,0,1,0
45.0,41.76,1,10.0,1,1,0
25.0,53.92,2,14.0,0,0,0
16.0,62.81,2,9.0,0,1,0
31.0,47.71,2,11.0,1,1,0
40.0,22.03,3,9.0,0,0,0
12.0,46.94,1,35.0,1,1,0
24.0,92.0,0,1.0,0,0,0
25.0,74.63,4,3.0,1,0,0
51.0,5.0,3,4.0,1,0,0
15.0,46.14,2,8.0,0,0,0
10.0,61.78,1,9.0,1,1,1
26.0,41.72,0,7.0,0,0,0
33.0,36.72,3,12.0,1,1,0
23.0,40.19,0,13.0,0,1,0
54.0,54.94,4,8.0,0,1,0
15.0,24.33,1,14.0,0,1,1
23.0,66.4,2,7.0,0,1,0
5.0,43.99,2,10.0,0,1,1
9.0,28.17,0,1.0,0,1,0
12.0,65.24,3,8.0,0,0,0
17.0,17.19,1,14.0,1,0,0
6.0,35.01,1,1.0,1,1,1
31.0,34.71,1,8.0,0,1,0
11.0,83.59,0,4.0,0,0,1
72.0,32.67,1,10.0,0,0,0
11.0,6.21,0,7.0,1,1,0
21.0,34.53,0,10.0,1,0,0
20.0,53.2,3,5.0,1,1,1
8.0,59.11,3,7.0,1,1,0
18.0,85.98,0,3.0,0,1,0
17.0,70.32,0,6.0,0,0,1
37.0,48.38,1,9.0,0,0,0
27.0,28.95,1,2.0,0,0,0
30.0,74.23,3,8.0,0,1,1
37.0,38.37,2,3.0,0,1,0
31.0,33.15,1,7.0,1,1,0
24.0,37.49,1,3.0,0,1,0
12.0,22.46,1,26.0,0,0,0
23.0,36.63,1,14.0,1,0,0
10.0,40.8,1,7.0,0,1,0
19.0,58.15,3,19.0,0,0,1
17.0,38.01,2,5.0,0,1,1
18.0,22.19,4,17.0,0,1,0
6.0,16.13,0,11.0,0,1,0
1.0,48.77,3,5.0,0,0,1
14.0,46.31,1,12.0,0,1,0
43.0,35.02,2,15.0,0,1,1
21.0,36.59,1,8.0,0,1,0
40.0,51.99,2,14.0,1,0,0
10.0,70.03,2,13.0,0,1,1
14.0,30.96,1,10.0,0,0,0
72.0,46.6,3,3.0,0,0,0
10.0,62.25,0,10.0,0,0,0
30.0,31.03,0,1.0,0,1,0
30.0,44.72,2,8.0,0,1,0
28.0,44.32,2,11.0,1,1,0
30.0,21.4,2,4.0,1,0,0
10.0,48.03,1,14.0,1,0,0
15.0,45.57,4,6.0,1,1,0
1.0,54.99,1,4.0,0,1,1
52.0,23.64,1,13.0,0,1,0
30.0,45.18,1,20.0,0,1,0
12.0,69.87,2,9.0,0,1,0
10.0,82.39,1,19.0,0,0,0
43.0,68.04,2,5.0,0,1,0
11.0,23.81,1,4.0,1,1,0
12.0,53.12,0,16.0,0,1,0
8.0,36.3,1,11.0,1,0,0
34.0,50.11,4,3.0,1,1,0
40.0,31.1,0,21.0,0,0,0
17.0,14.16,2,8.0,0,1,1
40.0,38.8,0,8.0,0,0,0
26.0,58.01,1,22.0,0,1,0
8.0,50.18,2,19.0,1,0,0
50.0,52.25,0,18.0,1,0,0
8.0,48.89,2,5.0,0,1,1
18.0,52.28,1,10.0,0,0,0
17.0,54.53,0,11.0,1,1,0
15.0,40.06,1,4.0,0,1,0
3.0,46.49,4,3.0,1,1,1
70.0,76.38,0,7.0,0,0,0
3.0,47.56,1,14.0,0,0,1
52.0,45.77,1,1.0,0,0,0
10.0,46.85,1,9.0,0,1,1
13.0,41.08,0,3.0,0,1,0
49.0,37.16,2,15.0,0,0,0
28.0,48.76,2,10.0,0,1,0
6.0,35.9,1,3.0,1,1,0
6.0,42.38,1,15.0,0,0,0
25.0,30.77,0,10.0,1,0,0
8.0,46.94,1,7.0,0,1,0
29.0,55.52,1,26.0,0,1,0
31.0,41.19,1,7.0,0,0,0
11.0,8.85,0,6.0,1,1,0
13.0,55.63,1,12.0,0,0,1
26.0,47.16,2,21.0,0,1,0
10.0,27.12,1,1.0,1,1,1
21.0,58.92,5,17.0,0,1,0
72.0,19.83,0,12.0,1,1,0
27.0,63.82,0,19.0,1,1,0
15.0,43.97,1,17.0,0,1,0
72.0,5.0,2,11.0,0,0,0
36.0,48.21,0,12.0,1,1,0
8.0,37.69,0,9.0,1,1,0
10.0,34.98,2,20.0,0,1,0
4.0,31.72,0,5.0,1,1,0
25.0,42.71,1,9.0,1,0,0
2.0,36.27,1,14.0,0,1,0
72.0,11.58,0,15.0,1,1,0
16.0,67.9,3,15.0,0,0,1
37.0,40.6,3,12.0,0,1,1
15.0,31.83,1,15.0,1,0,0
